uuid,contributor,license
2756dc6c-79a4-4507-a486-3cc613671a54,NA,NA
22298a5b-06f8-4619-97d6-aaa54690264d,NA,NA
671a8126-83a4-4b11-83aa-56b1c18970ef,NA,NA
012afb33-55c3-4fc6-9ae3-3a91fda32fd5,NA,NA
1eca0864-603b-419d-9866-fed26f4f4e5c,NA,NA
1b1aa6c7-817d-4220-a7cb-097fa0c115c8,NA,NA
78d1f7fa-aece-4f92-bacf-843418d95723,NA,NA
0b5c6b41-3a44-4c9e-869a-63ed54bf7c65,NA,NA
7c1d06fb-2d6e-454d-b57b-a859d5dbdb9f,NA,NA
b61a3c6f-66ae-4c16-8ff9-4616aba24f98,NA,NA
a2714483-db9f-40ba-b1f3-94401db02d16,NA,NA
b44dd0dd-5d9e-438f-a388-baddb20319ff,NA,NA
880129b5-b78b-40a9-88ad-55f7d1dc823f,NA,NA
8f46e2da-12f6-4ceb-8612-8ebe417b178d,NA,NA
5bfb840e-071f-4a1a-b101-0a747a5453e7,NA,NA
4f7a1a9f-094f-4ff4-9587-f234a06e51f0,NA,NA
5b7a8b23-54d6-4702-a04a-5d9a24d60f38,NA,NA
e03834fe-a585-479b-a334-db8a34312341,NA,NA
16969246-31e0-48e3-90ff-cad9a8746073,NA,NA
41158ddc-5aa9-41ef-99f9-99c3c10f1847,NA,NA
ddfa8553-e06d-4d15-a8d8-1215e94c2de4,NA,NA
